code,year,quarter,roe,gross_margin,net_margin,profit_yoy,asset_turnover,inventory_turnover,liability_to_asset,current_ratio,cfo_to_revenue,cfo_to_profit,interest_coverage,buy_price,pe,pb,ps
sh601969,2021,1,0.048057,0.47162,0.263528,21.813484,0.088581,1.23845,,,,,,,,,
sh601969,2021,2,0.135162,0.490013,0.307089,39.42,0.225073,3.605685,,,,,,,,,
sh601969,2021,3,0.201511,0.499521,0.337171,18.4367,0.324548,5.774504,,,,,,,,,
sh601969,2021,4,0.182426,0.485296,0.233441,7.471631,0.424274,7.758545,,,,,,,,,
sh601969,2022,1,0.034032,0.356262,0.223626,0.215199,0.099967,2.02449,,,,,,,,,
sh601969,2022,2,0.074798,0.340799,0.192131,-0.159462,0.242476,5.302172,,,,,,,,,
sh601969,2022,3,0.100259,0.327832,0.188848,-0.332981,0.333533,7.670822,,,,,,,,,
sh601969,2022,4,0.103236,0.28618,0.144788,-0.272729,0.42285,9.42215,,,,,,,,,
sh601969,2023,1,0.025375,0.265858,0.132067,-0.349687,0.105583,2.034603,,,,,,,,,
sh601969,2023,2,0.047206,0.260414,0.126015,-0.42696,0.20645,4.205015,,,,,,,,,
sh601969,2023,3,0.073959,0.258549,0.129761,-0.329656,0.315207,7.317016,,,,,,,,,
sh601969,2023,4,0.095828,0.314726,0.133719,-0.10535,0.387336,9.088296,,,,,,,,,
sh601969,2024,1,0.036737,0.370302,0.222685,0.530144,0.090838,1.995144,,,,,,,,,
sh601969,2024,2,0.059932,0.326566,0.183183,0.324086,0.177892,3.51118,,,,,,,,,
sh601969,2024,3,0.081033,0.308977,0.170211,0.124336,0.254068,5.101276,,,,,,,,,
sh601969,2024,4,0.10327,0.348154,0.159675,0.037608,0.325226,7.586033,,,,,,,,,
sh601969,2025,1,0.022787,0.27872,0.131044,-0.369363,0.088472,1.803916,,,,,,,,,
sh601969,2025,2,0.039997,0.241671,0.113486,-0.315677,0.175668,3.376181,,,,,,,,,
sh601969,2025,3,0.044646,0.241155,0.08896,-0.446366,0.247919,4.572792,,,,,,,,,
sh601969,2025,4,0.062244,0.258689,0.091614,-0.376784,0.322559,5.837295,,,,,,,,,
sh603878,2019,1,0.036504,0.214571,0.132873,1.489119,0.201631,0.544814,,,,,,,,,
sh603878,2019,2,0.068925,0.228497,0.13086,0.635536,0.3907,0.995099,,,,,,,,,
sh603878,2019,3,0.11085,0.240715,0.141665,0.710126,0.579313,1.384775,,,,,,,,,
sh603878,2019,4,0.138728,0.240287,0.135512,0.581201,0.77245,1.835033,,,,,,,,,
sh603878,2020,1,0.023527,0.210221,0.122848,-0.29786,0.146764,0.368556,,,,,,,,,
sh603878,2020,2,0.057426,0.216933,0.115492,-0.105479,0.369015,0.993504,,,,,,,,,
sh603878,2020,3,0.080284,0.202142,0.107543,-0.228935,0.547151,1.481206,,,,,,,,,
sh603878,2020,4,0.092247,0.182754,0.091815,-0.299907,0.731709,2.073503,,,,,,,,,
sh603878,2021,1,0.020815,0.147664,0.078414,-0.105706,0.188409,0.642625,,,,,,,,,
sh603878,2021,2,0.041588,0.148393,0.074226,-0.258081,0.380397,1.288208,,,,,,,,,
sh603878,2021,3,0.064629,0.150369,0.078522,-0.176794,0.568338,1.851413,,,,,,,,,
sh603878,2021,4,0.07232,0.141412,0.065334,-0.200003,0.773427,2.607684,,,,,,,,,
sh603878,2022,1,0.012999,0.112854,0.057071,-0.360232,0.156765,0.541293,,,,,,,,,
sh603878,2022,2,0.033504,0.128239,0.064997,-0.174179,0.353783,1.174191,,,,,,,,,
sh603878,2022,3,0.057487,0.136216,0.070245,-0.087778,0.566646,1.926598,,,,,,,,,
sh603878,2022,4,0.085155,0.143044,0.076015,0.220019,0.768409,2.475923,,,,,,,,,
sh603878,2023,1,0.027756,0.14259,0.083676,1.247859,0.223967,0.638174,,,,,,,,,
sh603878,2023,2,0.070892,0.158902,0.100675,1.232872,0.469865,1.244176,,,,,,,,,
sh603878,2023,3,0.102918,0.167805,0.100341,0.906353,0.667793,1.883924,,,,,,,,,
sh603878,2023,4,0.130717,0.166576,0.100019,0.634291,0.870674,2.493115,,,,,,,,,
sh603878,2024,1,0.024013,0.183462,0.093183,-0.063349,0.171769,0.49769,,,,,,,,,
sh603878,2024,2,0.05144,0.165991,0.091358,-0.239714,0.37133,1.098581,,,,,,,,,
sh603878,2024,3,0.062428,0.16305,0.081624,-0.375032,0.508525,1.528716,,,,,,,,,
sh603878,2024,4,0.046558,0.151635,0.04741,-0.642468,0.638601,1.951756,,,,,,,,,
sh603878,2025,1,0.011597,0.162817,0.062832,-0.554264,0.118733,0.374848,,,,,,,,,
sh603878,2025,2,0.028905,0.144139,0.067358,-0.460457,0.273167,0.885162,,,,,,,,,
sh603878,2025,3,0.033148,0.134035,0.050502,-0.491363,0.417477,1.42867,,,,,,,,,
sh603878,2025,4,0.030462,0.11366,0.034096,-0.366668,0.579076,2.177844,,,,,,,,,
sh603995,2019,1,,0.051039,0.01809,,,,,,,,,,,,
sh603995,2019,2,0.098901,0.056335,0.024017,0.050724,2.271939,14.258628,,,,,,,,,
sh603995,2019,3,0.155814,0.055965,0.024455,0.051859,3.390392,19.9222,,,,,,,,,
sh603995,2019,4,0.153438,0.056166,0.024496,0.000612,3.857125,31.038037,,,,,,,,,
sh603995,2020,1,0.018309,0.053122,0.020667,0.114817,0.596132,3.753145,,,,,,,,,
sh603995,2020,2,0.054108,0.050529,0.023169,0.07142,1.509401,13.016585,,,,,,,,,
sh603995,2020,3,0.088019,0.049336,0.02243,0.102372,2.537384,16.924655,,,,,,,,,
sh603995,2020,4,0.137135,0.05164,0.024041,0.267654,3.587703,31.72066,,,,,,,,,
sh603995,2021,1,0.034688,0.053399,0.021078,1.011071,0.962724,6.4073,,,,,,,,,
sh603995,2021,2,0.088597,0.047039,0.023937,0.8425,2.043129,15.034024,,,,,,,,,
sh603995,2021,3,0.132572,0.047441,0.023338,0.717918,3.090105,20.7937,,,,,,,,,
sh603995,2021,4,0.1716,0.05284,0.022634,0.444456,3.902542,25.905138,,,,,,,,,
sh603995,2022,1,0.034362,0.047443,0.018523,0.158753,0.823475,4.45995,,,,,,,,,
sh603995,2022,2,0.079197,0.047951,0.017662,0.09496,2.032668,10.790123,,,,,,,,,
sh603995,2022,3,0.091179,0.045531,0.014173,-0.179979,2.864155,15.137999,,,,,,,,,
sh603995,2022,4,0.125466,0.045693,0.015236,-0.151064,3.874177,21.950626,,,,,,,,,
sh603995,2023,1,0.020187,0.047631,0.015879,-0.223141,0.64956,3.522911,,,,,,,,,
sh603995,2023,2,0.045355,0.047518,0.016482,-0.228784,1.521952,8.030515,,,,,,,,,
sh603995,2023,3,0.067726,0.047045,0.015689,0.005469,2.397286,12.148803,,,,,,,,,
sh603995,2023,4,0.098368,0.047858,0.015505,0.025894,3.447132,18.243149,,,,,,,,,
sh603995,2024,1,0.023458,0.04794,0.017814,0.394346,0.690376,3.225745,,,,,,,,,
sh603995,2024,2,0.08105,0.058119,0.026027,0.848952,1.510563,7.346926,,,,,,,,,
sh603995,2024,3,0.109059,0.057419,0.023857,0.705926,2.225217,9.864524,,,,,,,,,
sh603995,2024,4,0.147386,0.057435,0.023025,0.559082,3.102374,15.465687,,,,,,,,,
sh603995,2025,1,0.017921,0.045612,0.012771,-0.276676,0.633142,2.893321,,,,,,,,,
sh603995,2025,2,0.052399,0.052747,0.017947,-0.316304,1.343738,5.938324,,,,,,,,,
sh603995,2025,3,0.077603,0.050501,0.016937,-0.275814,2.078681,9.092203,,,,,,,,,
sh603995,2025,4,0.094053,0.048815,0.015178,-0.332197,2.838812,12.815472,,,,,,,,,
sz000629,2019,1,0.092869,0.250245,0.187612,0.573806,0.326828,3.202449,,,,,,,,,
sz000629,2019,2,0.14536,0.228325,0.167516,0.022837,0.577497,5.746843,,,,,,,,,
sz000629,2019,3,0.16737,0.211396,0.138545,-0.318779,0.821854,8.865841,,,,,,,,,
sz000629,2019,4,0.169583,0.197651,0.110686,-0.539536,1.059828,11.378054,,,,,,,,,
sz000629,2020,1,0.007519,0.115352,0.030561,-0.89835,0.197965,2.702225,,,,,,,,,
sz000629,2020,2,0.00914,0.111766,0.019128,-0.921337,0.398964,5.142808,,,,,,,,,
sz000629,2020,3,0.020194,0.113992,0.025631,-0.86061,0.626783,8.785464,,,,,,,,,
sz000629,2020,4,0.023952,0.116364,0.02294,-0.833376,0.859554,11.39944,,,,,,,,,
sz000629,2021,1,0.016295,0.132572,0.052987,1.294776,0.285351,3.70632,,,,,,,,,
sz000629,2021,2,0.052006,0.144569,0.082046,5.117209,0.597662,7.596358,,,,,,,,,
sz000629,2021,3,0.079097,0.159776,0.081756,3.465163,0.895178,11.362061,,,,,,,,,
sz000629,2021,4,0.15617,0.199213,0.103523,2.654672,1.286431,11.592457,,,,,,,,,
sz000629,2022,1,0.060548,0.166652,0.119495,1.102491,0.398502,3.39794,,,,,,,,,
sz000629,2022,2,0.132643,0.196835,0.135416,0.454494,0.768002,6.077388,,,,,,,,,
sz000629,2022,3,0.150241,0.179192,0.110479,0.026629,1.040529,8.009754,,,,,,,,,
sz000629,2022,4,0.16473,0.162974,0.09052,-0.061722,1.3627,11.990876,,,,,,,,,
sz000629,2023,1,0.036744,0.142591,0.083323,-0.334042,0.330502,3.583382,,,,,,,,,
sz000629,2023,2,0.058799,0.14461,0.079297,-0.458527,0.574814,7.08027,,,,,,,,,
sz000629,2023,3,0.083645,0.141849,0.078503,-0.303904,0.822631,10.176214,,,,,,,,,
sz000629,2023,4,0.101116,0.144047,0.074558,-0.214993,1.054752,11.786953,,,,,,,,,
sz000629,2024,1,0.0056,0.080775,0.021461,-0.766135,0.234211,3.086811,,,,,,,,,
sz000629,2024,2,0.011233,0.072264,0.020401,-0.758565,0.469177,6.668919,,,,,,,,,
sz000629,2024,3,0.014958,0.068886,0.018265,-0.781572,0.685618,9.39727,,,,,,,,,
sz000629,2024,4,0.023191,0.075871,0.021881,-0.730427,0.875437,12.547722,,,,,,,,,
sz000629,2025,1,-0.007884,0.037044,-0.045613,-2.257501,0.142109,2.205534,,,,,,,,,
sz000629,2025,2,-0.016082,0.049254,-0.050353,-2.466869,0.287669,4.443444,,,,,,,,,
sz000629,2025,3,-0.012012,0.069331,-0.027663,-1.944527,0.441549,7.321206,,,,,,,,,
sz000629,2025,4,-0.007539,0.090053,-0.016175,-1.497543,0.605751,9.930764,,,,,,,,,
sz000655,2019,1,0.012298,0.253802,0.099726,1.128909,0.107442,2.56818,,,,,,,,,
sz000655,2019,2,0.034587,0.264252,0.139144,1.204175,0.222196,4.700287,,,,,,,,,
sz000655,2019,3,0.070095,0.282364,0.17171,1.418517,0.365433,6.86092,,,,,,,,,
sz000655,2019,4,0.072234,0.253603,0.135363,0.808872,0.476738,10.326383,,,,,,,,,
sz000655,2020,1,0.011963,0.314894,0.121601,0.071236,0.087757,2.29956,,,,,,,,,
sz000655,2020,2,0.047516,0.366841,0.206414,0.487204,0.207025,4.418032,,,,,,,,,
sz000655,2020,3,0.077367,0.358171,0.204875,0.19036,0.337499,6.383945,,,,,,,,,
sz000655,2020,4,0.085567,0.283076,0.161916,0.284745,0.478735,13.959404,,,,,,,,,
sz000655,2021,1,0.033957,0.385561,0.228725,2.203694,0.135672,4.475442,,,,,,,,,
sz000655,2021,2,0.088287,0.397703,0.280128,1.085881,0.28824,6.579644,,,,,,,,,
sz000655,2021,3,0.125784,0.352037,0.256625,0.850454,0.458118,12.032617,,,,,,,,,
sz000655,2021,4,0.044895,0.304161,0.077777,-0.389804,0.561406,20.129146,,,,,,,,,
sz000655,2022,1,0.014013,0.281585,0.132527,-0.559144,0.095786,2.986509,,,,,,,,,
sz000655,2022,2,0.055075,0.299984,0.204393,-0.350664,0.238874,8.300363,,,,,,,,,
sz000655,2022,3,0.067012,0.259341,0.18245,-0.465971,0.324155,12.703181,,,,,,,,,
sz000655,2022,4,0.068163,0.211243,0.151221,0.464328,0.396938,18.076553,,,,,,,,,
sz000655,2023,1,0.005342,0.199545,0.06395,-0.612861,0.074264,3.010084,,,,,,,,,
sz000655,2023,2,0.03429,0.206529,0.163847,-0.354945,0.188083,10.052051,,,,,,,,,
sz000655,2023,3,0.056347,0.221759,0.167526,-0.121882,0.297365,14.473411,,,,,,,,,
sz000655,2023,4,0.074272,0.221509,0.165135,0.15671,0.39897,18.45216,,,,,,,,,
sz000655,2024,1,0.006729,0.170227,0.081753,0.363273,0.074419,2.904814,,,,,,,,,
sz000655,2024,2,0.024417,0.175863,0.118884,-0.245195,0.185017,7.44007,,,,,,,,,
sz000655,2024,3,0.045444,0.17407,0.140046,-0.144423,0.291314,13.461768,,,,,,,,,
sz000655,2024,4,0.061589,0.167574,0.135497,-0.127908,0.403622,16.797705,,,,,,,,,
sz000655,2025,1,0.014516,0.240919,0.140428,1.181206,0.091257,2.599042,,,,,,,,,
sz000655,2025,2,0.044242,0.277073,0.199698,0.850662,0.193761,5.949611,,,,,,,,,
sz000655,2025,3,0.064219,0.25768,0.180648,0.45729,0.314278,11.598977,,,,,,,,,
sz000655,2025,4,0.078244,0.219634,0.16513,0.311825,0.416536,18.596414,,,,,,,,,
sz000708,2019,1,0.019341,0.091241,0.028387,-0.050296,0.403503,3.189368,,,,,,,,,
sz000708,2019,2,0.067223,0.11746,0.046039,0.150158,0.826884,5.916873,,,,,,,,,
sz000708,2019,3,0.252918,0.17257,0.073162,0.375531,1.50145,10.273259,,,,,,,,,
sz000708,2019,4,0.363352,0.180052,0.074208,0.22343,1.80955,13.412848,,,,,,,,,
sz000708,2020,1,0.049868,0.172841,0.074935,0.03824,0.23188,1.650578,,,,,,,,,
sz000708,2020,2,0.109284,0.174203,0.076684,-0.005648,0.487893,3.84124,,,,,,,,,
sz000708,2020,3,0.167418,0.176735,0.079015,0.04243,0.731137,5.692273,,,,,,,,,
sz000708,2020,4,0.224814,0.179698,0.080667,0.118593,0.996206,7.388639,,,,,,,,,
sz000708,2021,1,0.069923,0.177054,0.086061,0.492172,0.284347,2.043786,,,,,,,,,
sz000708,2021,2,0.145873,0.175442,0.085329,0.522396,0.6131,4.234084,,,,,,,,,
sz000708,2021,3,0.204469,0.166837,0.081698,0.393817,0.897506,6.116923,,,,,,,,,
sz000708,2021,4,0.260083,0.171234,0.081787,0.318894,1.199285,9.09306,,,,,,,,,
sz000708,2022,1,0.056809,0.164037,0.079396,0.010323,0.274228,2.035657,,,,,,,,,
sz000708,2022,2,0.114465,0.161374,0.073005,-0.096765,0.590757,4.023428,,,,,,,,,
sz000708,2022,3,0.163552,0.152965,0.07356,-0.063495,0.859722,6.376747,,,,,,,,,
sz000708,2022,4,0.205711,0.147353,0.072289,-0.086877,1.119774,8.4302,,,,,,,,,
sz000708,2023,1,0.039882,0.1356,0.053776,-0.229229,0.264153,1.730329,,,,,,,,,
sz000708,2023,2,0.084311,0.136243,0.053243,-0.179171,0.568666,3.898182,,,,,,,,,
sz000708,2023,3,0.119104,0.13664,0.052073,-0.189885,0.830224,5.747552,,,,,,,,,
sz000708,2023,4,0.152797,0.131386,0.051729,-0.17037,1.100136,7.078772,,,,,,,,,
sz000708,2024,1,0.034595,0.123056,0.049961,-0.055681,0.246619,1.449816,,,,,,,,,
sz000708,2024,2,0.070666,0.12304,0.04986,-0.084729,0.497999,2.89652,,,,,,,,,
sz000708,2024,3,0.098032,0.123705,0.048201,-0.105531,0.727562,4.414156,,,,,,,,,
sz000708,2024,4,0.128882,0.128463,0.049069,-0.09149,0.959815,5.605276,,,,,,,,,
sz000708,2025,1,0.033199,0.138185,0.053892,0.018404,0.24253,1.472258,,,,,,,,,
sz000708,2025,2,0.067979,0.143655,0.053555,0.030971,0.495373,2.972045,,,,,,,,,
sz000708,2025,3,0.104399,0.14724,0.055326,0.116232,0.732306,4.417587,,,,,,,,,
sz000708,2025,4,0.140293,0.149352,0.05641,0.130346,0.970099,5.538231,,,,,,,,,
sz000709,2019,1,0.006535,0.119307,0.01499,0.025573,0.140731,1.167415,,,,,,,,,
sz000709,2019,2,0.020889,0.111944,0.022327,-0.361138,0.297124,2.454447,,,,,,,,,
sz000709,2019,3,0.031786,0.106892,0.021858,-0.476818,0.450625,3.808229,,,,,,,,,
sz000709,2019,4,0.045313,0.130648,0.023648,-0.344228,0.577612,4.804716,,,,,,,,,
sz000709,2020,1,0.004043,0.11434,0.009921,-0.467969,0.111003,0.918727,,,,,,,,,
sz000709,2020,2,0.012184,0.126092,0.015295,-0.446221,0.239965,2.050181,,,,,,,,,
sz000709,2020,3,0.020371,0.120053,0.018062,-0.291241,0.370578,3.261111,,,,,,,,,
sz000709,2020,4,0.029669,0.123711,0.018851,-0.290449,0.475133,4.46039,,,,,,,,,
sz000709,2021,1,0.008285,0.116134,0.014833,1.104871,0.136406,1.372884,,,,,,,,,
sz000709,2021,2,0.026909,0.110638,0.021742,1.132795,0.310045,3.114828,,,,,,,,,
sz000709,2021,3,0.043621,0.103399,0.021472,0.793148,0.515688,5.362132,,,,,,,,,
sz000709,2021,4,0.049371,0.109757,0.020044,0.477858,0.617462,6.66563,,,,,,,,,
sz000709,2022,1,0.006086,0.102543,0.011739,-0.254799,0.126409,1.398954,,,,,,,,,
sz000709,2022,2,0.019082,0.092313,0.015017,-0.337255,0.296397,3.355594,,,,,,,,,
sz000709,2022,3,0.02241,0.083999,0.011832,-0.502001,0.444742,5.178955,,,,,,,,,
sz000709,2022,4,0.026328,0.092955,0.011012,-0.473239,0.577751,6.271308,,,,,,,,,
sz000709,2023,1,0.004628,0.099588,0.009357,-0.183787,0.125462,1.337292,,,,,,,,,
sz000709,2023,2,0.009147,0.089816,0.009629,-0.42683,0.253019,2.71945,,,,,,,,,
sz000709,2023,3,0.014258,0.091117,0.009992,-0.265835,0.375004,3.883168,,,,,,,,,
sz000709,2023,4,0.019206,0.102154,0.009693,-0.246716,0.472321,5.202892,,,,,,,,,
sz000709,2024,1,0.002743,0.09387,0.006174,-0.383686,0.112862,1.313593,,,,,,,,,
sz000709,2024,2,0.007048,0.088262,0.00822,-0.219798,0.219578,2.603642,,,,,,,,,
sz000709,2024,3,0.009708,0.085263,0.007207,-0.326307,0.332023,3.966974,,,,,,,,,
sz000709,2024,4,0.012182,0.096522,0.006585,-0.326856,0.454114,5.091298,,,,,,,,,
sz000709,2025,1,0.003946,0.091572,0.008074,0.43037,0.120035,1.354142,,,,,,,,,
sz000709,2025,2,0.010208,0.085699,0.010736,0.472382,0.247344,2.684204,,,,,,,,,
sz000709,2025,3,0.014027,0.080479,0.010476,0.570769,0.357007,3.998939,,,,,,,,,
sz000709,2025,4,0.017061,0.106541,0.009012,0.329458,0.436946,4.642607,,,,,,,,,
sz000717,2019,1,0.063553,0.103127,0.06097,-0.522715,0.409375,2.888541,,,,,,,,,
sz000717,2019,2,0.150751,0.108801,0.073046,-0.426677,0.851267,5.759706,,,,,,,,,
sz000717,2019,3,0.189003,0.096206,0.059556,-0.532323,1.3053,9.148265,,,,,,,,,
sz000717,2019,4,0.257264,0.12124,0.062572,-0.44849,1.734802,11.730341,,,,,,,,,
sz000717,2020,1,0.045384,0.118208,0.059223,-0.083652,0.35836,2.207777,,,,,,,,,
sz000717,2020,2,0.100006,0.109061,0.056584,-0.182601,0.846973,6.257492,,,,,,,,,
sz000717,2020,3,0.143808,0.113474,0.053895,-0.059997,1.244563,8.597508,,,,,,,,,
sz000717,2020,4,0.212594,0.121849,0.058981,0.02065,1.806896,13.354711,,,,,,,,,
sz000717,2021,1,0.042791,0.09978,0.052757,0.119217,0.399494,2.734809,,,,,,,,,
sz000717,2021,2,0.127142,0.103294,0.060415,0.460903,1.050797,7.879136,,,,,,,,,
sz000717,2021,3,0.16417,0.091909,0.0495,0.326403,1.668076,13.097737,,,,,,,,,
sz000717,2021,4,0.187842,0.093434,0.04226,0.032709,2.371858,18.600331,,,,,,,,,
sz000717,2022,1,0.009806,0.066078,0.015546,-0.740324,0.326907,2.302312,,,,,,,,,
sz000717,2022,2,0.019763,0.05746,0.011991,-0.830026,0.808534,5.660673,,,,,,,,,
sz000717,2022,3,-0.064519,0.019552,-0.024516,-1.403965,1.302924,11.724833,,,,,,,,,
sz000717,2022,4,-0.128836,0.000403,-0.033017,-1.675151,1.930118,17.368658,,,,,,,,,
sz000717,2023,1,0.000648,0.027318,0.000657,-0.946424,0.434638,3.898793,,,,,,,,,
sz000717,2023,2,0.000343,0.026353,0.00016,-0.985735,0.941198,10.204267,,,,,,,,,
sz000717,2023,3,-0.011523,0.024923,-0.003528,0.841029,1.433591,14.120748,,,,,,,,,
sz000717,2023,4,0.005347,0.022611,0.001257,1.038219,1.881502,17.776321,,,,,,,,,
sz000717,2024,1,-0.034497,-0.019867,-0.038393,-52.835181,0.382171,3.793258,,,,,,,,,
sz000717,2024,2,-0.050511,-0.004021,-0.027577,-143.945402,0.786945,8.006488,,,,,,,,,
sz000717,2024,3,-0.097928,-0.013478,-0.036883,-7.111872,1.119165,12.710064,,,,,,,,,
sz000717,2024,4,-0.141447,-0.002577,-0.038614,-25.555233,1.499305,15.959598,,,,,,,,,
sz000717,2025,1,-0.016883,0.001509,-0.023349,0.571564,0.280448,3.949196,,,,,,,,,
sz000717,2025,2,0.000669,0.025606,0.000412,1.011783,0.642772,8.514947,,,,,,,,,
sz000717,2025,3,-0.008538,0.034588,-0.003361,0.920964,0.991929,11.846465,,,,,,,,,
sz000717,2025,4,-0.157426,0.033118,-0.044147,0.041716,1.347915,16.565278,,,,,,,,,
sz000761,2019,1,0.014098,0.05773,0.023061,-0.227467,0.196515,1.025664,,,,,,,,,
sz000761,2019,2,0.023524,0.08443,0.018792,-0.40244,0.398204,1.948977,,,,,,,,,
sz000761,2019,3,0.025278,0.071023,0.012645,-0.409695,0.624748,3.52319,,,,,,,,,
sz000761,2019,4,0.02878,0.066929,0.010558,-0.462582,0.876365,5.355428,,,,,,,,,
sz000761,2020,1,0.009091,0.082607,0.015256,-0.340297,0.190474,1.255503,,,,,,,,,
sz000761,2020,2,0.012975,0.078626,0.011558,-0.433899,0.359433,2.364888,,,,,,,,,
sz000761,2020,3,0.014024,0.064329,0.008268,-0.408737,0.553502,3.795859,,,,,,,,,
sz000761,2020,4,0.018973,0.047091,0.008041,-0.296988,0.774379,5.542521,,,,,,,,,
sz000761,2021,1,0.032135,0.09188,0.045427,2.87234,0.232055,1.452567,,,,,,,,,
sz000761,2021,2,0.099799,0.103537,0.057613,7.670464,0.594764,3.908041,,,,,,,,,
sz000761,2021,3,0.168569,0.109654,0.061959,12.207594,0.928889,5.473967,,,,,,,,,
sz000761,2021,4,0.114918,0.077274,0.032519,5.471948,1.296865,7.476935,,,,,,,,,
sz000761,2022,1,0.019093,0.058194,0.026573,-0.362532,0.312729,1.583076,,,,,,,,,
sz000761,2022,2,0.026048,0.046771,0.016563,-0.739127,0.685468,3.52628,,,,,,,,,
sz000761,2022,3,-0.012188,0.022006,-0.005023,-1.063135,0.952294,5.416127,,,,,,,,,
sz000761,2022,4,-0.059723,0.005706,-0.019261,-1.476016,1.261646,6.67521,,,,,,,,,
sz000761,2023,1,0.002526,0.02964,0.003428,-0.877484,0.344591,1.760444,,,,,,,,,
sz000761,2023,2,-0.054915,-0.004817,-0.032172,-2.695652,0.67938,3.823558,,,,,,,,,
sz000761,2023,3,-0.068503,-0.005905,-0.027889,-4.048994,0.958656,5.348357,,,,,,,,,
sz000761,2023,4,-0.097353,-0.008844,-0.028886,-0.384742,1.280556,7.213198,,,,,,,,,
sz000761,2024,1,-0.054693,-0.02944,-0.059229,-17.207052,0.320991,1.973412,,,,,,,,,
sz000761,2024,2,-0.095523,-0.028652,-0.053105,-0.531691,0.617873,3.74965,,,,,,,,,
sz000761,2024,3,-0.207991,-0.054548,-0.078458,-1.597651,0.870011,5.530071,,,,,,,,,
sz000761,2024,4,-0.348634,-0.066855,-0.096752,-2.009107,1.114512,7.272401,,,,,,,,,
sz000761,2025,1,-0.066578,-0.035023,-0.060533,0.143173,0.267573,1.750432,,,,,,,,,
sz000761,2025,2,-0.124988,-0.030101,-0.055335,0.086793,0.539406,3.537673,,,,,,,,,
sz000761,2025,3,-0.205796,-0.033818,-0.061468,0.310574,0.760715,5.026694,,,,,,,,,
sz000761,2025,4,-0.397748,-0.044162,-0.083105,0.222717,1.013087,7.070506,,,,,,,,,
sz000778,2019,1,0.015312,0.117691,0.038575,0.075265,0.203971,1.621095,,,,,,,,,
sz000778,2019,2,0.03901,0.128615,0.044897,-0.171212,0.418647,3.478869,,,,,,,,,
sz000778,2019,3,0.062817,0.124161,0.045724,-0.217213,0.622764,5.063334,,,,,,,,,
sz000778,2019,4,0.071801,0.140282,0.03879,-0.22021,0.806501,6.387139,,,,,,,,,
sz000778,2020,1,0.01681,0.153676,0.044503,-0.105981,0.163809,1.292601,,,,,,,,,
sz000778,2020,2,0.04036,0.138416,0.046237,-0.040357,0.39044,3.287103,,,,,,,,,
sz000778,2020,3,0.067006,0.138928,0.048942,0.05139,0.622464,5.092123,,,,,,,,,
sz000778,2020,4,0.083721,0.129972,0.045711,0.238101,0.8362,6.575651,,,,,,,,,
sz000778,2021,1,0.019403,0.09422,0.040679,0.48005,0.255147,2.079281,,,,,,,,,
sz000778,2021,2,0.059242,0.113918,0.053343,0.666967,0.549209,4.6842,,,,,,,,,
sz000778,2021,3,0.084028,0.106709,0.049006,0.335642,0.797304,6.552668,,,,,,,,,
sz000778,2021,4,0.087916,0.101708,0.0409,0.110117,1.000307,8.328155,,,,,,,,,
sz000778,2022,1,0.023884,0.102259,0.049305,0.187534,0.240221,2.020999,,,,,,,,,
sz000778,2022,2,0.044728,0.082378,0.045836,-0.190587,0.493686,4.298639,,,,,,,,,
sz000778,2022,3,0.057506,0.07853,0.040844,-0.237295,0.701885,6.318554,,,,,,,,,
sz000778,2022,4,0.069587,0.073105,0.040165,-0.12006,0.873945,8.208462,,,,,,,,,
sz000778,2023,1,0.013732,0.052504,0.030295,-0.43969,0.209412,1.98096,,,,,,,,,
sz000778,2023,2,0.033801,0.057288,0.036078,-0.284116,0.434458,4.366088,,,,,,,,,
sz000778,2023,3,0.043693,0.059798,0.031791,-0.265263,0.647096,6.29721,,,,,,,,,
sz000778,2023,4,0.053925,0.062929,0.032656,-0.263677,0.776214,7.397867,,,,,,,,,
sz000778,2024,1,0.006691,0.049893,0.016716,-0.575162,0.164843,1.372062,,,,,,,,,
sz000778,2024,2,0.01676,0.059374,0.021086,-0.553544,0.338815,2.954896,,,,,,,,,
sz000778,2024,3,0.018894,0.055906,0.0157,-0.631791,0.491227,4.435911,,,,,,,,,
sz000778,2024,4,0.006583,0.054009,-0.000795,-1.020377,0.665452,6.47079,,,,,,,,,
sz000778,2025,1,0.005382,0.076069,0.018328,0.006364,0.154247,1.529627,,,,,,,,,
sz000778,2025,2,0.015729,0.078662,0.024769,0.111755,0.328118,3.206531,,,,,,,,,
sz000778,2025,3,0.027114,0.078741,0.027719,0.772188,0.50716,4.624094,,,,,,,,,
sz000778,2025,4,0.036582,0.076948,0.027377,36.213989,0.702852,6.404851,,,,,,,,,
sz000825,2019,1,0.011258,0.089595,0.019473,-0.768533,0.242934,2.098801,,,,,,,,,
sz000825,2019,2,0.037911,0.120628,0.032991,-0.591147,0.493012,3.858212,,,,,,,,,
sz000825,2019,3,0.059421,0.118603,0.03388,-0.549826,0.759648,5.976391,,,,,,,,,
sz000825,2019,4,0.067904,0.119983,0.029308,-0.579641,0.996232,7.569423,,,,,,,,,
sz000825,2020,1,0.004668,0.083332,0.00858,-0.597868,0.223888,1.61245,,,,,,,,,
sz000825,2020,2,0.018471,0.103172,0.017418,-0.499916,0.476604,3.625465,,,,,,,,,
sz000825,2020,3,0.033365,0.108525,0.021845,-0.416521,0.693553,4.907278,,,,,,,,,
