code,year,quarter,roe,gross_margin,net_margin,profit_yoy,asset_turnover,inventory_turnover,liability_to_asset,current_ratio,cfo_to_revenue,cfo_to_profit,interest_coverage,buy_price,pe,pb,ps
sh603444,2019,4,0.270724,0.905401,0.491265,0.161014,0.518172,415.877266,,,,,,,,,
sh603444,2020,1,0.099616,0.913447,0.566831,0.54788,0.160112,126.741561,,,,,,,,,
sh603444,2020,2,0.172519,0.893648,0.512615,0.204649,0.314504,176.565726,,,,,,,,,
sh603444,2020,3,0.240268,0.84854,0.486121,0.155926,0.437519,451.539572,,,,,,,,,
sh603444,2020,4,0.304455,0.860003,0.485554,0.248823,0.562148,,,,,,,,,,
sh603444,2021,1,0.091509,0.831955,0.396674,0.057313,0.194127,,,,,,,,,,
sh603444,2021,2,0.232914,0.819007,0.440922,0.457159,0.415819,,,,,,,,,,
sh603444,2021,3,0.299695,0.828383,0.411865,0.440714,0.584646,,,,,,,,,,
sh603444,2021,4,0.350347,0.848796,0.379415,0.316183,0.739583,,,,,,,,,,
sh603444,2022,1,0.073471,0.9063,0.368776,0.022418,0.1687,,,,,,,,,,
sh603444,2022,2,0.157337,0.899343,0.35612,-0.150614,0.363977,,,,,,,,,,
sh603444,2022,3,0.222291,0.881685,0.343626,-0.083147,0.533984,,,,,,,,,,
sh603444,2022,4,0.341371,0.887349,0.379188,0.118092,0.760296,,,,,,,,,,
sh603444,2023,1,0.074178,0.882784,0.332868,-0.159687,0.172211,,,,,,,,,,
sh603444,2023,2,0.158785,0.885201,0.38049,-0.000352,0.351766,,,,,,,,,,
sh603444,2023,3,0.209923,0.882326,0.339805,-0.146222,0.50975,,,,,,,,,,
sh603444,2023,4,0.266535,0.885323,0.349138,-0.254354,0.637585,,,,,,,,,,
sh603444,2024,1,0.055258,0.892441,0.322379,-0.215248,0.135908,,,,,,,,,,
sh603444,2024,2,0.1101,0.882154,0.318769,-0.301056,0.288641,,,,,,,,,,
sh603444,2024,3,0.142946,0.884649,0.290599,-0.27114,0.42221,,,,,,,,,,
sh603444,2024,4,0.201778,0.878648,0.319001,-0.193119,0.545073,,,,,,,,,,
sh603444,2025,1,0.056183,0.908889,0.333863,0.268374,0.161061,,,,,,,,,,
sh603444,2025,2,0.126463,0.923149,0.325583,0.312339,0.342258,,,,,,,,,,
sh603444,2025,3,0.236144,0.93314,0.336134,0.841078,0.592997,,,,,,,,,,
sh603444,2025,4,0.344515,0.939014,0.345847,0.82018,0.798248,,,,,,,,,,
sz002174,2019,1,0.037368,0.545652,0.20742,-0.225984,0.1088,,,,,,,,,,
sz002174,2019,2,0.085458,0.530645,0.235277,-0.177329,0.223494,,,,,,,,,,
sz002174,2019,3,0.141384,0.539033,0.266868,0.030398,0.315341,,,,,,,,,,
sz002174,2019,4,0.054245,0.308582,0.07962,-0.746464,0.396153,,,,,,,,,,
sz002174,2020,1,0.071369,0.461852,0.299714,1.101636,0.134185,,,,,,,,,,
sz002174,2020,2,0.093106,0.387718,0.197099,0.218809,0.27489,,,,,,,,,,
sz002174,2020,3,0.104672,0.378733,0.150786,-0.203592,0.411893,,,,,,,,,,
sz002174,2020,4,-0.037499,0.312463,-0.039747,-1.729033,0.536918,,,,,,,,,,
sz002174,2021,1,0.036407,0.387964,0.198332,-0.484197,0.11217,,,,,,,,,,
sz002174,2021,2,0.050997,0.377228,0.148505,-0.470977,0.218747,,,,,,,,,,
sz002174,2021,3,0.068007,0.389449,0.140704,-0.370008,0.318604,,,,,,,,,,
sz002174,2021,4,0.032921,0.3925,0.051634,1.885096,0.41254,,,,,,,,,,
sz002174,2022,1,0.015722,0.447222,0.146751,-0.573142,0.08025,,,,,,,,,,
sz002174,2022,2,0.013793,0.477166,0.069292,-0.729684,0.15024,,,,,,,,,,
sz002174,2022,3,0.014342,0.457328,0.050649,-0.790761,0.213149,,,,,,,,,,
sz002174,2022,4,-0.13122,0.400721,-0.31806,-4.807263,0.299609,,,,,,,,,,
sz002174,2023,1,0.009453,0.397499,0.090425,-0.463948,0.074571,,,,,,,,,,
sz002174,2023,2,-0.011494,0.414259,-0.061557,-1.733639,0.134808,,,,,,,,,,
sz002174,2023,3,0.002299,0.467048,0.00886,-0.858915,0.191661,,,,,,,,,,
sz002174,2023,4,0.019951,0.52008,0.056211,1.145039,0.264298,,,,,,,,,,
sz002174,2024,1,0.003716,0.489967,0.051303,-0.598919,0.055322,,,,,,,,,,
sz002174,2024,2,0.001001,0.41755,0.006582,1.088737,0.112729,,,,,,,,,,
sz002174,2024,3,0.001128,0.433096,0.005215,-0.502248,0.162318,,,,,,,,,,
sz002174,2024,4,-0.087635,0.364792,-0.269101,-5.224685,0.239438,,,,,,,,,,
sz002174,2025,1,0.005871,0.366129,0.068732,0.437336,0.060774,,,,,,,,,,
sz002174,2025,2,0.011617,0.396919,0.072892,9.860046,0.117401,,,,,,,,,,
sz002174,2025,3,0.016693,0.395176,0.074939,13.686159,0.173592,,,,,,,,,,
sz002174,2025,4,-0.080284,0.389898,-0.247829,0.100013,0.247591,,,,,,,,,,
sz002425,2019,1,0.029424,0.771295,0.450773,1.000046,0.05329,0.836756,,,,,,,,,
sz002425,2019,2,0.045264,0.735567,0.417359,0.537498,0.087993,1.59276,,,,,,,,,
sz002425,2019,3,0.050837,0.723155,0.336933,0.092601,0.123539,2.470798,,,,,,,,,
sz002425,2019,4,0.052379,0.693316,0.261236,-0.244889,0.16459,4.716755,,,,,,,,,
sz002425,2020,1,0.019752,0.765758,0.459664,-0.304523,0.035269,1.452887,,,,,,,,,
sz002425,2020,2,0.02843,0.738609,0.384922,-0.348793,0.060059,2.930064,,,,,,,,,
sz002425,2020,3,0.036211,0.722889,0.3388,-0.259973,0.088725,8.111057,,,,,,,,,
sz002425,2020,4,0.029852,0.677725,0.210933,-0.407443,0.118111,,,,,,,,,,
sz002425,2021,1,0.032003,0.729769,0.52059,0.837962,0.052956,,,,,,,,,,
sz002425,2021,2,0.045088,0.691261,0.452596,0.810022,0.086895,,,,,,,,,,
sz002425,2021,3,0.0514,0.623728,0.350281,0.611728,0.128254,,,,,,,,,,
sz002425,2021,4,0.017713,0.558371,0.085903,-0.355901,0.172252,,,,,,,,,,
sz002425,2022,1,0.003279,0.398918,0.071637,-0.908976,0.032467,,,,,,,,,,
sz002425,2022,2,-0.009716,0.190825,-0.149699,-1.257881,0.062952,,,,,,,,,,
sz002425,2022,3,-0.015077,0.196199,-0.162503,-1.345759,0.089283,,,,,,,,,,
sz002425,2022,4,-0.13978,0.094826,-1.18429,-10.181713,0.114423,,,,,,,,,,
sz002425,2023,1,-0.005242,0.272725,-0.300935,-2.895517,0.017203,,,,,,,,,,
sz002425,2023,2,-0.022438,0.228323,-0.576475,-0.875617,0.03603,,,,,,,,,,
sz002425,2023,3,-0.030459,0.146773,-0.519098,-0.662617,0.054432,,,,,,,,,,
sz002425,2023,4,-0.200904,0.045585,-2.016699,-0.18108,0.094007,,,,,,,,,,
sz002425,2024,1,0.001692,0.268847,0.019838,1.114885,0.036168,,,,,,,,,,
sz002425,2024,2,-0.013202,0.086689,-0.222622,0.48294,0.058474,,,,,,,,,,
sz002425,2024,3,-0.027605,0.049837,-0.317471,0.256072,0.081025,,,,,,,,,,
sz002425,2024,4,-0.162346,-0.010075,-1.195817,0.375132,0.120376,,,,,,,,,,
sz002425,2025,1,0.001224,0.157003,0.012778,-0.228674,0.051986,,,,,,,,,,
sz002425,2025,2,-0.019825,-0.021426,-0.226181,-0.161993,0.080033,,,,,,,,,,
sz002425,2025,3,-0.036612,0.01182,-0.28082,-0.137714,0.125241,,,,,,,,,,
sz002425,2025,4,-0.204573,0.049581,-1.042573,-0.055068,0.175117,,,,,,,,,,
sz002517,2019,1,0.018207,0.581059,0.150029,-0.639874,0.109938,614.691549,,,,,,,,,
sz002517,2019,2,0.009568,0.682176,0.071726,-0.824759,0.172309,,,,,,,,,,
sz002517,2019,3,0.014674,0.686308,0.0789,-0.798989,0.245838,,,,,,,,,,
sz002517,2019,4,-0.483604,0.71159,-0.881243,-7.052628,0.411022,,,,,,,,,,
sz002517,2020,1,0.010611,0.646766,0.113222,-0.524061,0.109454,7.92375,,,,,,,,,
sz002517,2020,2,0.017818,0.659606,0.080614,-0.132314,0.212649,26.151978,,,,,,,,,
sz002517,2020,3,0.057417,0.671501,0.177943,0.681361,0.303799,66.169592,,,,,,,,,
sz002517,2020,4,0.061998,0.722286,0.157186,1.131921,0.417672,113.112739,,,,,,,,,
sz002517,2021,1,0.051045,0.805616,0.449273,3.201462,0.123673,13.048994,,,,,,,,,
sz002517,2021,2,0.092868,0.750561,0.374279,4.648128,0.265353,43.445586,,,,,,,,,
sz002517,2021,3,0.16153,0.745166,0.413745,2.421857,0.428005,73.416094,,,,,,,,,
sz002517,2021,4,0.183237,0.707805,0.355506,2.481236,0.597997,69.600891,,,,,,,,,
sz002517,2022,1,0.070312,0.700437,0.342115,0.749381,0.216311,12.374887,,,,,,,,,
sz002517,2022,2,0.168223,0.71809,0.403699,1.19487,0.408303,32.460147,,,,,,,,,
sz002517,2022,3,0.235356,0.738994,0.415338,0.718914,0.546563,44.635441,,,,,,,,,
sz002517,2022,4,0.260268,0.750167,0.365387,0.612039,0.732216,69.935197,,,,,,,,,
sz002517,2023,1,0.0626,0.838076,0.383539,0.040309,0.159524,13.030444,,,,,,,,,
sz002517,2023,2,0.153914,0.840468,0.42697,0.039389,0.324944,30.408572,,,,,,,,,
sz002517,2023,3,0.228025,0.839123,0.397654,0.026167,0.50111,40.864041,,,,,,,,,
sz002517,2023,4,0.30089,0.834705,0.367979,0.161079,0.693542,47.238122,,,,,,,,,
sz002517,2024,1,0.078009,0.820454,0.325904,0.163559,0.189195,10.552999,,,,,,,,,
sz002517,2024,2,0.147979,0.820123,0.316632,-0.04127,0.369932,23.204499,,,,,,,,,
sz002517,2024,3,0.226534,0.822128,0.325973,0.062758,0.55612,35.630357,,,,,,,,,
sz002517,2024,4,0.276199,0.812751,0.317998,0.029712,0.699362,43.307636,,,,,,,,,
sz002517,2025,1,0.075137,0.835716,0.382828,0.215339,0.159553,8.399836,,,,,,,,,
sz002517,2025,2,0.128809,0.823805,0.368258,0.173453,0.285454,16.771838,,,,,,,,,
sz002517,2025,3,0.18892,0.830445,0.388541,0.23669,0.384533,23.392404,,,,,,,,,
sz002517,2025,4,0.231442,0.808401,0.357225,0.16874,0.504747,29.109563,,,,,,,,,
sz002555,2019,1,0.073351,0.876589,0.14951,0.067971,0.379737,,,,,,,,,,
sz002555,2019,2,0.170203,0.861803,0.190951,0.313145,0.707433,,,,,,,,,,
sz002555,2019,3,0.249033,0.864344,0.184492,0.316696,1.052913,,,,,,,,,,
sz002555,2019,4,0.3253,0.865726,0.182718,1.098991,1.426797,,,,,,,,,,
sz002555,2020,1,0.098225,0.90838,0.18341,0.640881,0.383444,,,,,,,,,,
sz002555,2020,2,0.223373,0.891889,0.235652,0.623928,0.706472,,,,,,,,,,
sz002555,2020,3,0.298447,0.889243,0.217524,0.392361,0.999014,,,,,,,,,,
sz002555,2020,4,0.422594,0.877929,0.210826,0.256116,1.390631,,,,,,,,,,
sz002555,2021,1,0.01545,0.864034,0.029632,-0.857979,0.31538,,,,,,,,,,
sz002555,2021,2,0.110766,0.851371,0.1119,-0.551879,0.61441,,,,,,,,,,
sz002555,2021,3,0.21971,0.848246,0.140708,-0.306089,0.982589,,,,,,,,,,
sz002555,2021,4,0.342104,0.847928,0.175745,-0.061222,1.297241,,,,,,,,,,
sz002555,2022,1,,,,,,,,,,,,,,,
sz002555,2022,2,,,,,,,,,,,,,,,
sz002555,2022,3,,,,,,,,,,,,,,,
sz002555,2022,4,,,,,,,,,,,,,,,
sz002555,2023,1,0.06155,0.782364,0.203276,0.016425,0.208443,,,,,,,,,,
sz002555,2023,2,0.099167,0.785503,0.155562,-0.280271,0.41985,,,,,,,,,,
sz002555,2023,3,0.178796,0.792034,0.179895,-0.029331,0.67251,,,,,,,,,,
sz002555,2023,4,0.213623,0.795032,0.159156,-0.094928,0.913456,,,,,,,,,,
sz002555,2024,1,0.047484,0.817195,0.12968,-0.195066,0.238619,,,,,,,,,,
sz002555,2024,2,0.099765,0.796281,0.136981,0.047504,0.480005,,,,,,,,,,
sz002555,2024,3,0.149957,0.791199,0.142261,-0.124074,0.691023,,,,,,,,,,
sz002555,2024,4,0.208604,0.786333,0.152761,0.011685,0.90094,,,,,,,,,,
sz002555,2025,1,0.041662,0.772631,0.129458,-0.108235,0.212599,,,,,,,,,,
sz002555,2025,2,0.108042,0.767066,0.165077,0.107751,0.422689,,,,,,,,,,
sz002555,2025,3,0.177772,0.767571,0.18819,0.235731,0.609034,6.257551,,,,,,,,,
sz002555,2025,4,0.219258,0.758589,0.181573,0.08807,0.762124,8.115189,,,,,,,,,
sz002558,2019,1,0.030304,0.822189,0.425748,-0.248218,0.064048,,,,,,,,,,
sz002558,2019,2,0.056513,0.833599,0.402922,-0.294373,0.124901,,,,,,,,,,
sz002558,2019,3,0.083461,0.838932,0.383548,-0.274289,0.189344,,,,,,,,,,
sz002558,2019,4,0.096164,0.831346,0.3322,-0.264247,0.249386,,,,,,,,,,
sz002558,2020,1,0.038885,0.872494,0.464324,0.110388,0.069035,,,,,,,,,,
sz002558,2020,2,0.065859,0.863314,0.436382,0.014242,0.12662,,,,,,,,,,
sz002558,2020,3,0.103524,0.854731,0.493159,0.139516,0.178794,,,,,,,,,,
sz002558,2020,4,0.117749,0.831736,0.469382,0.218359,0.213458,,,,,,,,,,
sz002558,2021,1,0.03357,0.87177,0.563679,-0.006271,0.05211,,,,,,,,,,
sz002558,2021,2,0.057582,0.865761,0.551014,0.069634,0.09192,,,,,,,,,,
sz002558,2021,3,0.087228,0.859403,0.56378,0.022374,0.135766,,,,,,,,,,
sz002558,2021,4,0.099376,0.848547,0.465826,-0.049213,0.186668,,,,,,,,,,
sz002558,2022,1,0.02535,0.895166,0.458137,-0.167815,0.048222,,,,,,,,,,
sz002558,2022,2,0.045815,0.875259,0.461075,-0.140581,0.0867,,,,,,,,,,
sz002558,2022,3,0.06839,0.861082,0.486255,-0.120548,0.123522,,,,,,,,,,
sz002558,2022,4,0.075964,0.840363,0.409211,-0.157333,0.162146,,,,,,,,,,
sz002558,2023,1,0.020588,0.865515,0.484936,-0.074381,0.038223,,,,,,,,,,
sz002558,2023,2,0.054249,0.894942,0.461336,0.357569,0.104996,,,,,,,,,,
sz002558,2023,3,0.088423,0.895311,0.480348,0.424298,0.165092,,,,,,,,,,
sz002558,2023,4,0.092284,0.889219,0.373376,0.309364,0.220032,,,,,,,,,,
sz002558,2024,1,0.029666,0.868458,0.508685,0.439308,0.051232,,,,,,,,,,
sz002558,2024,2,0.059858,0.884195,0.504809,0.08184,0.104318,,,,,,,,,,
sz002558,2024,3,0.089668,0.889166,0.485355,-0.011344,0.16277,,,,,,,,,,
sz002558,2024,4,0.116263,0.873399,0.489573,0.310613,0.207935,,,,,,,,,,
sz002558,2025,1,0.026931,0.912714,0.477637,-0.024076,0.048687,,,,,,,,,,
sz002558,2025,2,0.057845,0.90778,0.472625,0.090452,0.107253,,,,,,,,,,
sz002558,2025,3,0.101224,0.906154,0.424796,0.32894,0.204568,,,,,,,,,,
sz002558,2025,4,0.124362,0.910333,0.350349,0.235786,0.299499,,,,,,,,,,
sz002602,2019,1,0.014189,0.324975,0.090277,-0.373866,0.130644,3.229481,,,,,,,,,
sz002602,2019,2,0.063427,0.494353,0.174816,-0.209137,0.290752,7.629653,,,,,,,,,
sz002602,2019,3,0.106331,0.487846,0.186506,-0.132046,0.430726,11.68006,,,,,,,,,
sz002602,2019,4,0.118999,0.512511,0.186218,-0.185636,0.598296,16.384248,,,,,,,,,
sz002602,2020,1,0.030344,0.552474,0.213795,0.450389,0.110455,4.029193,,,,,,,,,
sz002602,2020,2,0.059475,0.54327,0.208517,0.336157,0.225044,7.696956,,,,,,,,,
sz002602,2020,3,0.090286,0.525106,0.209611,0.209681,0.314772,11.410178,,,,,,,,,
sz002602,2020,4,0.110216,0.558606,0.198401,0.086691,0.398982,14.37863,,,,,,,,,
sz002602,2021,1,0.019991,0.580057,0.1587,-0.220141,0.09189,3.116751,,,,,,,,,
sz002602,2021,2,0.081418,0.580754,0.35176,0.587388,0.176816,5.782938,,,,,,,,,
sz002602,2021,3,0.090236,0.565907,0.26982,0.179698,0.259899,8.565582,,,,,,,,,
sz002602,2021,4,0.077556,0.544496,0.18194,-0.147474,0.334071,11.60429,,,,,,,,,
sz002602,2022,1,0.006703,0.511644,0.064211,-0.64363,0.086549,2.905228,,,,,,,,,
sz002602,2022,2,0.015497,0.529401,0.07958,-0.800352,0.159027,5.062787,,,,,,,,,
sz002602,2022,3,0.021802,0.533248,0.078499,-0.75342,0.222985,7.099475,,,,,,,,,
sz002602,2022,4,-0.256925,0.515152,-0.617355,-3.7954,0.31033,8.763513,,,,,,,,,
sz002602,2023,1,0.017854,0.571074,0.146265,0.955865,0.089637,1.930781,,,,,,,,,
sz002602,2023,2,0.035125,0.584285,0.148128,0.745673,0.177549,3.630474,,,,,,,,,
sz002602,2023,3,0.057733,0.608291,0.152481,1.079646,0.284377,5.492857,,,,,,,,,
sz002602,2023,4,0.021379,0.60509,0.044249,1.082978,0.376019,7.668048,,,,,,,,,
sz002602,2024,1,0.025966,0.630633,0.165972,0.599859,0.113412,2.066173,,,,,,,,,
sz002602,2024,2,0.045683,0.638464,0.130136,0.347089,0.244337,4.521683,,,,,,,,,
sz002602,2024,3,0.070846,0.65146,0.122306,0.272641,0.405222,7.089728,,,,,,,,,
sz002602,2024,4,0.049418,0.657983,0.046196,0.777594,0.597899,10.3415,,,,,,,,,
sz002602,2025,1,0.053144,0.693621,0.170188,0.959719,0.208175,3.053223,,,,,,,,,
sz002602,2025,2,0.101471,0.694977,0.15764,1.247058,0.428335,6.455971,,,,,,,,,
sz002602,2025,3,0.161216,0.69854,0.163172,1.338843,0.662763,10.075821,,,,,,,,,
sz002602,2025,4,0.202082,0.699457,0.150883,4.472354,0.909343,14.412591,,,,,,,,,
sz002605,2019,1,0.028848,0.657568,0.253795,5.432855,0.137221,0.755318,,,,,,,,,
sz002605,2019,2,0.089377,0.636552,0.264653,2.211698,0.295023,1.780199,,,,,,,,,
sz002605,2019,3,0.163388,0.631874,0.271022,1.818178,0.443851,2.729066,,,,,,,,,
sz002605,2019,4,0.209535,0.652486,0.255035,1.065413,0.61109,3.423813,,,,,,,,,
sz002605,2020,1,0.379075,0.673586,1.262054,5.442765,0.162912,1.033385,,,,,,,,,
sz002605,2020,2,0.459736,0.661676,0.811701,2.612707,0.314153,1.733851,,,,,,,,,
sz002605,2020,3,0.573179,0.58097,0.563609,1.797652,0.541158,3.568604,,,,,,,,,
sz002605,2020,4,0.615456,0.572127,0.442673,1.560618,0.74179,4.894293,,,,,,,,,
sz002605,2021,1,0.092404,0.451492,0.204643,-0.702307,0.247142,2.386104,,,,,,,,,
sz002605,2021,2,0.171435,0.408555,0.184958,-0.553751,0.509832,4.424031,,,,,,,,,
sz002605,2021,3,0.208978,0.395635,0.157873,-0.549855,0.74896,6.60175,,,,,,,,,
sz002605,2021,4,0.254523,0.406829,0.149006,-0.499768,0.968077,7.672425,,,,,,,,,
sz002605,2022,1,0.036737,0.386062,0.072313,-0.636257,0.24831,2.189934,,,,,,,,,
sz002605,2022,2,0.076412,0.383379,0.078247,-0.597434,0.467115,3.913248,,,,,,,,,
sz002605,2022,3,0.114694,0.386564,0.089426,-0.453591,0.685323,5.194046,,,,,,,,,
sz002605,2022,4,0.135302,0.386972,0.091482,-0.368901,0.933818,6.867527,,,,,,,,,
sz002605,2023,1,0.07066,0.341513,0.174277,1.835185,0.268086,2.081985,,,,,,,,,
sz002605,2023,2,0.141257,0.371828,0.181691,1.869447,0.526168,3.616749,,,,,,,,,
sz002605,2023,3,0.18822,0.348218,0.163125,1.315468,0.789921,5.896622,,,,,,,,,
sz002605,2023,4,0.189831,0.376293,0.13795,0.658959,0.943583,6.725405,,,,,,,,,
sz002605,2024,1,0.045285,0.378017,0.159807,-0.242405,0.196737,1.462696,,,,,,,,,
sz002605,2024,2,0.087992,0.36773,0.155046,-0.305816,0.394077,2.702458,,,,,,,,,
sz002605,2024,3,0.128445,0.378476,0.158869,-0.239257,0.579634,3.846169,,,,,,,,,
sz002605,2024,4,0.160117,0.434438,0.17232,-0.051176,0.668181,4.403582,,,,,,,,,
sz002605,2025,1,0.039273,0.442671,0.18871,-0.063248,0.152954,1.020229,,,,,,,,,
sz002605,2025,2,0.071866,0.446509,0.186966,-0.091239,0.284171,1.742604,,,,,,,,,
sz002605,2025,3,0.107525,0.444557,0.19441,-0.075119,0.408698,2.625398,,,,,,,,,
sz002605,2025,4,0.127472,0.435405,0.181643,-0.133578,0.512683,3.249065,,,,,,,,,
sz002624,2019,1,0.056116,0.681076,0.238204,0.242778,0.127631,0.307837,,,,,,,,,
sz002624,2019,2,0.116215,0.685763,0.276878,0.254705,0.224545,0.516372,,,,,,,,,
sz002624,2019,3,0.164157,0.656819,0.25145,0.064232,0.348685,0.898073,,,,,,,,,
sz002624,2019,4,0.167407,0.609199,0.180016,-0.177465,0.493075,1.610276,,,,,,,,,
sz002624,2020,1,0.062473,0.623729,0.236321,0.250965,0.157205,0.559935,,,,,,,,,
sz002624,2020,2,0.124961,0.607702,0.24418,0.240634,0.311833,1.247582,,,,,,,,,
sz002624,2020,3,0.174666,0.593764,0.220668,0.217293,0.489429,2.175526,,,,,,,,,
sz002624,2020,4,0.152187,0.603215,0.147122,0.039479,0.636337,2.910977,,,,,,,,,
sz002624,2021,1,0.042465,0.565628,0.202909,-0.255956,0.136652,1.061399,,,,,,,,,
sz002624,2021,2,0.024198,0.548159,0.044023,-0.852554,0.261164,2.08636,,,,,,,,,
sz002624,2021,3,0.073825,0.594427,0.109847,-0.58387,0.418252,2.87402,,,,,,,,,
sz002624,2021,4,0.034949,0.614608,0.020822,-0.882095,0.523437,2.924187,,,,,,,,,
sz002624,2022,1,0.079279,0.686467,0.390403,0.835515,0.125124,0.524153,,,,,,,,,
sz002624,2022,2,0.118,0.679579,0.288467,5.111332,0.240515,0.93862,,,,,,,,,
sz002624,2022,3,0.147054,0.697107,0.251359,0.939216,0.346622,1.210168,,,,,,,,,
sz002624,2022,4,0.141619,0.68446,0.182466,6.89112,0.46949,1.740941,,,,,,,,,
sz002624,2023,1,0.026048,0.651648,0.122441,-0.719469,0.119898,0.443625,,,,,,,,,
sz002624,2023,2,0.042077,0.585287,0.08626,-0.660067,0.293683,1.320996,,,,,,,,,
sz002624,2023,3,0.067385,0.599526,0.102329,-0.558388,0.406045,1.755465,,,,,,,,,
sz002624,2023,4,0.054262,0.597047,0.074781,-0.583738,0.517234,2.217028,,,,,,,,,
sz002624,2024,1,-0.00334,0.669367,0.028756,-0.836039,0.091062,0.293854,,,,,,,,,
sz002624,2024,2,-0.021023,0.648728,-0.044284,-1.317686,0.199792,0.598108,,,,,,,,,
sz002624,2024,3,-0.046874,0.606497,-0.098205,-1.630875,0.306151,0.99402,,,,,,,,,
sz002624,2024,4,-0.163932,0.57868,-0.251342,-3.403205,0.430916,1.531563,,,,,,,,,
sz002624,2025,1,0.043691,0.522938,0.15362,7.131798,0.179021,0.609499,,,,,,,,,
sz002624,2025,2,0.073643,0.566791,0.137443,5.150734,0.327888,1.023968,,,,,,,,,
sz002624,2025,3,0.096207,0.592767,0.120708,2.634736,0.488107,1.481933,,,,,,,,,
sz002624,2025,4,0.105303,0.602763,0.103882,1.494117,0.610016,1.779562,,,,,,,,,
sz002919,2019,1,0.015433,0.36936,0.077077,-0.014645,0.163978,0.386382,,,,,,,,,
sz002919,2019,2,0.023523,0.375127,0.05615,-0.331317,0.341569,0.810465,,,,,,,,,
sz002919,2019,3,0.037247,0.380228,0.057925,-0.18578,0.514051,1.228392,,,,,,,,,
sz002919,2019,4,0.041344,0.38519,0.044596,-0.221977,0.740176,1.894635,,,,,,,,,
sz002919,2020,1,0.010626,0.378503,0.06565,-0.295042,0.13388,0.338329,,,,,,,,,
sz002919,2020,2,0.028194,0.374344,0.06685,0.228902,0.335759,0.871672,,,,,,,,,
sz002919,2020,3,0.080472,0.413101,0.10553,1.259642,0.557945,1.635004,,,,,,,,,
sz002919,2020,4,0.167484,0.424497,0.150227,3.430445,0.862176,2.628209,,,,,,,,,
sz002919,2021,1,0.091315,0.543019,0.289206,9.376624,0.241179,0.724192,,,,,,,,,
sz002919,2021,2,0.143471,0.544568,0.246464,5.183048,0.447255,1.372286,,,,,,,,,
sz002919,2021,3,0.172786,0.526358,0.21125,1.580584,0.640405,2.042013,,,,,,,,,
sz002919,2021,4,0.188915,0.503846,0.179391,0.305688,0.804692,2.729963,,,,,,,,,
sz002919,2022,1,0.002159,0.43473,0.010994,-0.973862,0.155415,0.629411,,,,,,,,,
sz002919,2022,2,0.036129,0.427029,0.078782,-0.725514,0.355415,1.492631,,,,,,,,,
sz002919,2022,3,-0.025294,0.304659,-0.032646,-1.151877,0.577749,3.06036,,,,,,,,,
sz002919,2022,4,0.033839,0.524998,0.026793,-0.810255,0.854264,2.769472,,,,,,,,,
sz002919,2023,1,0.045093,0.614913,0.083841,19.818053,0.324453,0.783352,,,,,,,,,
sz002919,2023,2,0.126279,0.636719,0.117978,2.670548,0.662841,1.518967,,,,,,,,,
sz002919,2023,3,0.201746,0.643321,0.127277,10.02443,1.002112,2.358396,,,,,,,,,
sz002919,2023,4,0.090844,0.602668,0.042969,1.771482,1.301172,3.256241,,,,,,,,,
sz002919,2024,1,0.053819,0.657201,0.123811,0.313406,0.284197,0.583069,,,,,,,,,
sz002919,2024,2,0.073306,0.629257,0.090821,-0.39419,0.534569,1.160834,,,,,,,,,
sz002919,2024,3,0.114987,0.616847,0.098294,-0.416477,0.795134,1.786043,,,,,,,,,
sz002919,2024,4,0.057211,0.524999,0.033847,-0.336072,1.161157,4.55501,,,,,,,,,
sz002919,2025,1,0.015323,0.563039,0.035271,-0.715408,0.325143,1.996814,,,,,,,,,
sz002919,2025,2,0.049639,0.537366,0.057692,-0.319841,0.630274,4.305156,,,,,,,,,
sz002919,2025,3,0.051735,0.533591,0.039303,-0.561906,0.948261,6.361603,,,,,,,,,
sz002919,2025,4,0.034719,0.541215,0.018357,-0.404903,1.268269,9.156317,,,,,,,,,
sz300002,2019,1,-0.020454,0.750741,-0.360779,-1.199701,0.045977,0.449984,,,,,,,,,
sz300002,2019,2,-0.042516,0.719761,-0.33843,-0.542997,0.100203,1.032414,,,,,,,,,
sz300002,2019,3,-0.058341,0.705645,-0.276204,-0.81019,0.164799,1.771616,,,,,,,,,
sz300002,2019,4,-0.328973,0.649987,-0.826828,-19.63803,0.298256,3.204549,,,,,,,,,
sz300002,2020,1,0.003987,0.626407,0.012203,1.0621,0.104976,0.716361,,,,,,,,,
sz300002,2020,2,0.023778,0.641656,0.057535,1.337531,0.244056,1.604359,,,,,,,,,
sz300002,2020,3,0.055474,0.616838,0.081437,1.616061,0.429955,2.842554,,,,,,,,,
sz300002,2020,4,0.09181,0.602436,0.091036,1.222764,0.686692,6.629504,,,,,,,,,
sz300002,2021,1,0.019441,0.639329,0.079266,10.135055,0.180555,1.446611,,,,,,,,,
sz300002,2021,2,0.038397,0.625406,0.072022,0.905596,0.37811,2.920241,,,,,,,,,
sz300002,2021,3,0.052487,0.621406,0.06596,0.064272,0.564442,4.34451,,,,,,,,,
sz300002,2021,4,0.093184,0.622252,0.084703,0.116335,0.826627,8.974727,,,,,,,,,
sz300002,2022,1,0.014413,0.602845,0.054588,-0.280691,0.184853,2.155425,,,,,,,,,
sz300002,2022,2,0.050178,0.608505,0.099631,0.459124,0.38384,3.98515,,,,,,,,,
